"Num_Acc";"id_usager";"id_vehicule";"num_veh";"place";"catu";"grav";"sexe";"an_nais";"trajet";"secu1";"secu2";"secu3";"locp";"actp";"etatp"
"202200023207";"1 044 645";"772 697";"A01";"9";"2";"3";"1";"2004";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023207";"1 044 646";"772 697";"A01";"1";"1";"3";"2";"1978";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023208";"1 044 642";"772 695";"A01";"1";"1";"4";"1";"1991";"5";"1";"8";" -1";" -1";" -1";" -1"
"202200023208";"1 044 644";"772 696";"B01";"1";"1";"4";"1";"1997";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200023208";"1 044 647";"772 698";"C01";"2";"2";"1";"1";"1999";"5";"1";"8";" -1";" -1";" -1";" -1"
"202200023208";"1 044 648";"772 698";"C01";"1";"1";"4";"1";"1999";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200023209";"1 044 640";"772 693";"B01";"1";"1";"1";"1";"2000";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023209";"1 044 641";"772 694";"A01";"1";"1";"4";"1";"1964";"5";"2";" -1";" -1";"0";"0";" -1"
"202200023210";"1 044 638";"772 690";"A01";"1";"1";"4";"1";"1943";"5";"8";"0";" -1";" -1";" -1";" -1"
"202200023210";"1 044 639";"772 692";"Z01";"1";"1";"1";" -1";"";" -1";" -1";" -1";" -1";" -1";" -1";" -1"
"202200023211";"1 044 635";"772 688";"C01";"1";"1";"4";"1";"1977";"0";"1";" -1";" -1";"0";"0";" -1"
"202200023211";"1 044 636";"772 689";"B01";"1";"1";"3";"1";"1946";"0";"1";" -1";" -1";"0";"0";" -1"
"202200023211";"1 044 637";"772 691";"A01";"1";"1";"1";"2";"1988";"1";"1";" -1";" -1";"0";"0";" -1"
"202200023212";"1 044 634";"772 687";"A01";"1";"1";"3";"1";"1979";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200023213";"1 044 632";"772 685";"B01";"1";"1";"3";"2";"1971";"5";"2";"6";" -1";"0";"0";" -1"
"202200023213";"1 044 633";"772 686";"A01";"1";"1";"1";"1";"1991";"5";"8";" -1";" -1";"0";"0";" -1"
"202200023214";"1 044 629";"772 682";"B01";"1";"1";"4";"1";"1999";"5";"2";"0";" -1";" -1";" -1";" -1"
"202200023214";"1 044 631";"772 684";"A01";"1";"1";"1";"2";"1976";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200023215";"1 044 628";"772 681";"A01";"1";"1";"1";"2";"1955";"3";"1";" -1";" -1";"0";"0";" -1"
"202200023215";"1 044 630";"772 683";"B01";"1";"1";"3";"1";"1948";"3";"0";" -1";" -1";"0";"0";" -1"
"202200023216";"1 044 622";"772 677";"A01";"2";"2";"4";"2";"1960";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023216";"1 044 623";"772 677";"A01";"1";"1";"4";"1";"1959";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023216";"1 044 625";"772 679";"B01";"1";"1";"4";"1";"1995";"4";"1";" -1";" -1";"0";"0";" -1"
"202200023216";"1 044 627";"772 679";"B01";"2";"2";"4";"1";"1982";"4";"1";" -1";" -1";"0";"0";" -1"
"202200023217";"1 044 621";"772 676";"C01";"1";"1";"4";"1";"1984";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200023217";"1 044 624";"772 678";"B01";"1";"1";"4";"1";"1981";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200023217";"1 044 626";"772 680";"A01";"1";"1";"4";"2";"1971";"1";"1";"0";" -1";" -1";" -1";" -1"
"202200023218";"1 044 620";"772 675";"A01";"1";"1";"3";"2";"1974";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023219";"1 044 618";"772 674";"A01";"10";"3";"4";"2";"2000";"9";"0";" -1";" -1";"2";"3";"1"
"202200023219";"1 044 619";"772 674";"A01";"1";"1";"1";"2";"2001";"9";"1";" -1";" -1";"0";"0";" -1"
"202200023220";"1 044 615";"772 672";"B01";"1";"1";"1";"1";"1983";"4";"1";" -1";" -1";"0";"0";" -1"
"202200023220";"1 044 616";"772 673";"A01";"1";"1";"1";"2";"1949";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023220";"1 044 617";"772 673";"A01";"2";"2";"3";"1";"1946";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023221";"1 044 613";"772 670";"B01";"1";"1";"4";"2";"1985";"9";"1";" -1";" -1";"0";"0";" -1"
"202200023221";"1 044 614";"772 671";"A01";"1";"1";"4";"1";"1984";"9";"2";" -1";" -1";"0";"0";" -1"
"202200023222";"1 044 610";"772 668";"B01";"1";"1";"2";"1";"1994";"1";"2";"6";" -1";"0";"0";" -1"
"202200023222";"1 044 612";"772 669";"A01";"1";"1";"1";"1";"2002";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023223";"1 044 608";"772 666";"A01";"1";"1";"1";"1";"1993";"4";"8";"0";" -1";" -1";" -1";" -1"
"202200023223";"1 044 609";"772 667";"B01";"1";"1";"4";"2";"1961";"5";"8";"0";" -1";" -1";" -1";" -1"
"202200023223";"1 044 611";"772 667";"B01";"2";"2";"4";"1";"1959";"5";"8";"0";" -1";" -1";" -1";" -1"
"202200023224";"1 044 606";"772 664";"B01";"1";"1";"1";"1";"1932";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023224";"1 044 607";"772 665";"A01";"1";"1";"3";"1";"1935";"5";"0";" -1";" -1";"0";"0";" -1"
"202200023225";"1 044 602";"772 663";"A01";"1";"1";"4";"1";"2002";"1";"1";" -1";" -1";"0";"0";" -1"
"202200023226";"1 044 603";"772 662";"A01";"10";"3";"3";"2";"2009";"0";"0";" -1";" -1";"3";"3";"1"
"202200023226";"1 044 604";"772 662";"A01";"2";"2";"1";"1";"1971";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200023226";"1 044 605";"772 662";"A01";"1";"1";"1";"1";"1977";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200023227";"1 044 598";"772 659";"A01";"1";"1";"3";"1";"2003";"5";"2";"6";" -1";" -1";" -1";" -1"
"202200023228";"1 044 596";"772 658";"C01";"2";"2";"1";"2";"1971";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023228";"1 044 597";"772 658";"C01";"1";"1";"1";"1";"1957";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023228";"1 044 599";"772 660";"B01";"1";"1";"2";"1";"1998";"5";"2";"6";" -1";"0";"0";" -1"
"202200023228";"1 044 600";"772 661";"A01";"2";"2";"4";"2";"1937";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023228";"1 044 601";"772 661";"A01";"1";"1";"4";"2";"1940";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023229";"1 044 594";"772 657";"A01";"1";"1";"4";"1";"2005";"3";"2";"6";"9";"0";"0";" -1"
"202200023230";"1 044 590";"772 654";"A01";"1";"1";"3";"1";"1988";"1";"1";" -1";" -1";"0";"0";" -1"
"202200023231";"1 044 591";"772 655";"A01";"1";"1";"1";"1";"1991";"1";"1";"8";" -1";" -1";" -1";" -1"
"202200023231";"1 044 592";"772 656";"B01";"2";"2";"4";"1";"2016";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200023231";"1 044 593";"772 656";"B01";"2";"2";"1";"2";"1995";"5";"1";"8";" -1";" -1";" -1";" -1"
"202200023231";"1 044 595";"772 656";"B01";"1";"1";"1";"1";"1984";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200023232";"1 044 589";"772 653";"A01";"1";"1";"3";"2";"1970";"5";"1";"5";" -1";"0";"0";" -1"
"202200023233";"1 044 587";"772 651";"A01";"1";"1";"2";"1";"1998";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023234";"1 044 586";"772 650";"A01";"1";"1";"4";"2";"1988";"0";"8";" -1";" -1";" -1";" -1";" -1"
"202200023234";"1 044 588";"772 652";"B01";"1";"1";"1";"1";"1975";"0";"1";" -1";" -1";" -1";" -1";" -1"
"202200023235";"1 044 585";"772 649";"A01";"1";"1";"3";"1";"1992";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023236";"1 044 582";"772 646";"A01";"1";"1";"1";"2";"1967";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023236";"1 044 584";"772 648";"B01";"1";"1";"3";"1";"1983";"5";"2";"6";" -1";"0";"0";" -1"
"202200023237";"1 044 581";"772 645";"B01";"1";"1";"4";"1";"2002";"0";"8";" -1";" -1";" -1";" -1";" -1"
"202200023237";"1 044 583";"772 647";"A01";"1";"1";"1";" -1";"";" -1";" -1";" -1";" -1";" -1";" -1";" -1"
"202200023238";"1 044 576";"772 643";"A01";"1";"1";"1";"1";"1993";"9";"1";" -1";" -1";"0";"0";" -1"
"202200023238";"1 044 578";"772 644";"B01";"7";"2";"4";"1";"2005";"9";"1";" -1";" -1";"0";"0";" -1"
"202200023238";"1 044 579";"772 644";"B01";"2";"2";"4";"1";"2005";"9";"1";" -1";" -1";"0";"0";" -1"
"202200023238";"1 044 580";"772 644";"B01";"1";"1";"4";"2";"1984";"9";"1";" -1";" -1";"0";"0";" -1"
"202200023239";"1 044 574";"772 642";"A01";"1";"1";"1";"2";"1978";"0";"1";" -1";" -1";" -1";" -1";" -1"
"202200023239";"1 044 575";"772 642";"A01";"10";"3";"4";"1";"2015";"0";"0";" -1";" -1";"2";"3";"2"
"202200023239";"1 044 577";"772 642";"A01";"10";"3";"1";"2";"2004";"0";"0";" -1";" -1";"2";"3";"2"
"202200023240";"1 044 570";"772 639";"A01";"1";"1";"1";"1";"1998";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023240";"1 044 573";"772 641";"B01";"1";"1";"3";"1";"1961";"5";"2";" -1";" -1";"0";"0";" -1"
"202200023241";"1 044 571";"772 640";"A01";"10";"3";"4";"1";"1960";"0";"0";" -1";" -1";"1";"3";"1"
"202200023241";"1 044 572";"772 640";"A01";"1";"1";"1";"1";"1958";"1";"1";" -1";" -1";"0";"0";" -1"
"202200023242";"1 044 569";"772 638";"A01";"1";"1";"3";"1";"1965";"5";"2";" -1";" -1";"0";"0";" -1"
"202200023243";"1 044 567";"772 637";"A01";"1";"1";"1";"1";"1970";"1";"2";" -1";" -1";" -1";" -1";" -1"
"202200023243";"1 044 568";"772 637";"A01";"10";"3";"4";"2";"1948";"0";"0";" -1";" -1";"5";"3";"1"
"202200023244";"1 044 565";"772 636";"A01";"2";"2";"4";"2";"1935";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023244";"1 044 566";"772 636";"A01";"1";"1";"3";"1";"1936";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023245";"1 044 561";"772 633";"B01";"1";"1";"4";"1";"2002";"0";"2";"6";" -1";" -1";" -1";" -1"
"202200023245";"1 044 564";"772 635";"A01";"1";"1";"1";" -1";"";" -1";"8";" -1";" -1";" -1";" -1";" -1"
"202200023246";"1 044 559";"772 632";"A01";"1";"1";"1";"1";"1952";"1";"1";" -1";" -1";"0";"0";" -1"
"202200023246";"1 044 560";"772 632";"A01";"2";"2";"4";"1";"1964";"1";"1";" -1";" -1";"0";"0";" -1"
"202200023246";"1 044 562";"772 634";"B01";"2";"2";"3";"2";"1968";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023246";"1 044 563";"772 634";"B01";"1";"1";"1";"1";"1975";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023247";"1 044 557";"772 631";"A01";"10";"3";"3";"2";"2007";"2";"0";" -1";" -1";"3";"5";"1"
"202200023247";"1 044 558";"772 631";"A01";"1";"1";"1";"1";"1998";"3";"1";"8";" -1";" -1";" -1";" -1"
"202200023248";"1 044 554";"772 630";"A01";"7";"2";"4";"2";"2004";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023248";"1 044 555";"772 630";"A01";"2";"2";"4";"1";"2002";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023248";"1 044 556";"772 630";"A01";"1";"1";"3";"1";"2002";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023249";"1 044 550";"772 627";"A01";"1";"1";"4";"1";"1946";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023249";"1 044 552";"772 627";"A01";"2";"2";"3";"2";"1945";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023250";"1 044 551";"772 628";"B01";"1";"1";"4";"1";"1988";"1";"8";" -1";" -1";"0";"0";" -1"
"202200023250";"1 044 553";"772 629";"A01";"1";"1";"1";"2";"1977";"2";"8";" -1";" -1";"0";"0";" -1"
"202200023251";"1 044 549";"772 626";"A01";"1";"1";"3";"1";"1985";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023252";"1 044 543";"772 622";"C01";"1";"1";"4";"2";"1986";"9";"2";"8";" -1";" -1";" -1";" -1"
"202200023252";"1 044 546";"772 624";"A01";"1";"1";"1";"1";"1966";"9";"1";"8";" -1";" -1";" -1";" -1"
"202200023252";"1 044 548";"772 625";"B01";"1";"1";"1";"1";"1952";"9";"1";"8";" -1";" -1";" -1";" -1"
"202200023253";"1 044 542";"772 621";"B01";"1";"1";"1";"1";"1974";"5";"2";"9";" -1";"0";"0";" -1"
"202200023253";"1 044 544";"772 621";"B01";"2";"2";"3";"2";"1975";"5";"2";" -1";" -1";"0";"0";" -1"
"202200023253";"1 044 545";"772 623";"A01";"2";"2";"1";"1";"1980";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023253";"1 044 547";"772 623";"A01";"1";"1";"1";"1";"2002";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023254";"1 044 541";"772 620";"A01";"1";"1";"3";"1";"1957";"3";"1";" -1";" -1";"0";"0";" -1"
"202200023255";"1 044 539";"772 619";"A01";"1";"1";"1";"1";"1998";"0";"1";" -1";" -1";"0";"0";" -1"
"202200023255";"1 044 540";"772 619";"A01";"3";"2";"4";"1";"1999";"0";"1";" -1";" -1";"0";"0";" -1"
"202200023256";"1 044 533";"772 617";"A01";"1";"1";"1";"1";"1991";"0";"2";" -1";" -1";"0";"0";" -1"
"202200023256";"1 044 535";"772 617";"A01";"10";"3";"4";"1";"1972";"0";"0";" -1";" -1";"5";"5";"1"
"202200023257";"1 044 531";"772 616";"A01";"7";"2";"3";"2";"1998";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023257";"1 044 532";"772 616";"A01";"2";"2";"2";"1";"1998";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023257";"1 044 534";"772 616";"A01";"1";"1";"4";"1";"2000";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023257";"1 044 536";"772 618";"B01";"1";"1";"1";"1";"1962";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023257";"1 044 537";"772 618";"B01";"9";"2";"4";"1";"1991";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023257";"1 044 538";"772 618";"B01";"2";"2";"4";"2";"1962";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023258";"1 044 529";"772 615";"A01";"1";"1";"3";"2";"1986";"5";"0";" -1";" -1";"0";"0";" -1"
"202200023258";"1 044 530";"772 615";"A01";"2";"2";"3";"1";"1986";"5";"0";" -1";" -1";"0";"0";" -1"
"202200023259";"1 044 526";"772 614";"A01";"1";"1";"1";"2";"1987";"5";"8";"0";" -1";"0";"0";" -1"
"202200023259";"1 044 527";"772 614";"A01";"10";"3";"4";"2";"1936";"5";"0";" -1";" -1";"3";"3";"2"
"202200023259";"1 044 528";"772 614";"A01";"10";"3";"4";"2";"1935";"5";"0";" -1";" -1";"3";"3";"2"
"202200023260";"1 044 523";"772 612";"A01";"1";"1";"1";"2";"1964";"4";"0";" -1";" -1";"0";"0";" -1"
"202200023260";"1 044 524";"772 613";"B01";"1";"1";"4";"1";"1943";"9";"1";"5";" -1";"0";"0";" -1"
"202200023260";"1 044 525";"772 613";"B01";"2";"2";"4";"2";"1947";"9";"1";"5";" -1";"0";"0";" -1"
"202200023261";"1 044 520";"772 611";"A01";"1";"1";"4";"2";"1936";"0";"1";"8";" -1";"0";"0";" -1"
"202200023261";"1 044 521";"772 611";"A01";"10";"3";"4";"2";"1939";"9";"0";" -1";" -1";"3";"3";"2"
"202200023261";"1 044 522";"772 611";"A01";"10";"3";"4";"1";"1969";"9";"0";" -1";" -1";"3";"3";"2"
"202200023262";"1 044 514";"772 610";"A01";"7";"2";"2";"1";"2000";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023262";"1 044 515";"772 610";"A01";"9";"2";"3";"1";"1997";"5";"0";" -1";" -1";"0";"0";" -1"
"202200023262";"1 044 516";"772 610";"A01";"9";"2";"4";"1";"2001";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023262";"1 044 517";"772 610";"A01";"8";"2";"3";"2";"2004";"5";"0";" -1";" -1";"0";"0";" -1"
"202200023262";"1 044 518";"772 610";"A01";"2";"2";"2";"1";"2002";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023262";"1 044 519";"772 610";"A01";"1";"1";"3";"2";"2000";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023263";"1 044 510";"772 608";"A01";"1";"1";"3";"2";"2002";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023263";"1 044 512";"772 608";"A01";"2";"2";"4";"1";"2001";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023264";"1 044 511";"772 607";"A01";"1";"1";"1";"1";"1959";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200023264";"1 044 513";"772 609";"B01";"1";"1";"3";"1";"1983";"0";"8";"0";" -1";" -1";"0";" -1"
"202200023265";"1 044 506";"772 605";"A01";"1";"1";"1";"1";"1986";"0";"1";" -1";" -1";" -1";"0";" -1"
"202200023265";"1 044 508";"772 605";"A01";"10";"3";"3";"2";"1979";"0";"0";" -1";" -1";"3";"3";"2"
"202200023266";"1 044 502";"772 603";"A01";"1";"1";"4";"1";"1994";"1";"1";" -1";" -1";"0";"0";" -1"
"202200023266";"1 044 503";"772 604";"B01";"1";"1";"1";"1";"1991";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023266";"1 044 504";"772 604";"B01";"9";"2";"3";"2";"1992";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023266";"1 044 505";"772 604";"B01";"7";"2";"4";"1";"1996";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023266";"1 044 507";"772 604";"B01";"2";"2";"3";"2";"1992";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023266";"1 044 509";"772 606";"C01";"1";"1";"4";"2";"1998";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023267";"1 044 498";"772 600";"A01";"1";"1";"2";"1";"2002";"0";"2";"6";"9";"0";"0";" -1"
"202200023267";"1 044 500";"772 602";"B01";"1";"1";"1";"1";"1995";"0";"1";" -1";" -1";"0";"0";" -1"
"202200023268";"1 044 499";"772 601";"A01";"10";"3";"4";"2";"2006";"2";"8";"8";" -1";"4";"3";"1"
"202200023268";"1 044 501";"772 601";"A01";"1";"1";"1";"1";"1957";"4";"1";"0";" -1";"0";"0";" -1"
"202200023269";"1 044 496";"772 599";"A01";"2";"2";"4";"2";"1962";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023269";"1 044 497";"772 599";"A01";"1";"1";"4";"2";"1989";"9";"1";" -1";" -1";"0";"0";" -1"
"202200023270";"1 044 494";"772 597";"A01";"1";"1";"1";"1";"1998";"0";"1";"0";" -1";"0";"0";" -1"
"202200023270";"1 044 495";"772 598";"B01";"1";"1";"4";"2";"1994";"0";"1";"0";" -1";"0";"0";" -1"
"202200023271";"1 044 487";"772 591";"E01";"1";"1";"1";"1";"1957";"0";"1";" -1";" -1";"0";"0";" -1"
"202200023271";"1 044 488";"772 592";"D01";"1";"1";"1";"2";"1979";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023271";"1 044 490";"772 594";"C01";"1";"1";"4";"2";"1970";"0";"1";" -1";" -1";"0";"0";" -1"
"202200023271";"1 044 491";"772 595";"B01";"2";"2";"3";"1";"2000";"5";"8";" -1";" -1";"0";"0";" -1"
"202200023271";"1 044 492";"772 595";"B01";"1";"1";"2";"2";"1972";"5";"8";" -1";" -1";"0";"0";" -1"
"202200023271";"1 044 493";"772 596";"A01";"1";"1";"2";"1";"1987";"5";"2";" -1";" -1";"0";"0";" -1"
"202200023272";"1 044 483";"772 589";"A01";"10";"3";"3";"1";"1987";"9";"0";"0";"0";"9";"9";"1"
"202200023272";"1 044 485";"772 589";"A01";"1";"1";"1";" -1";"";" -1";" -1";" -1";" -1";" -1";" -1";" -1"
"202200023273";"1 044 484";"772 588";"B01";"1";"1";"4";"1";"1991";"0";"8";" -1";" -1";" -1";" -1";" -1"
"202200023273";"1 044 486";"772 590";"A01";"1";"1";"1";"1";"1996";"0";"1";" -1";" -1";" -1";" -1";" -1"
"202200023274";"1 044 482";"772 587";"A01";"1";"1";"2";"1";"1992";"5";"8";" -1";" -1";"0";"0";" -1"
"202200023275";"1 044 479";"772 584";"B01";"1";"1";"2";"1";"1962";"5";"2";"6";"9";"0";"0";" -1"
"202200023275";"1 044 480";"772 586";"A01";"1";"1";"1";"2";"1947";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023276";"1 044 478";"772 583";"B01";"1";"1";"4";"1";"1995";"1";"2";" -1";" -1";" -1";" -1";" -1"
"202200023276";"1 044 481";"772 585";"A01";"1";"1";"1";"2";"1958";"1";"8";" -1";" -1";" -1";" -1";" -1"
"202200023277";"1 044 476";"772 582";"A01";"1";"1";"1";"2";"2003";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023277";"1 044 477";"772 582";"A01";"2";"2";"3";"2";"2004";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023278";"1 044 473";"772 579";"A01";"1";"1";"3";"1";"1951";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023279";"1 044 474";"772 580";"B01";"1";"1";"1";"1";"1983";"5";"1";"8";" -1";" -1";" -1";" -1"
"202200023279";"1 044 475";"772 581";"A01";"1";"1";"4";"1";"2004";"2";"2";"6";" -1";" -1";" -1";" -1"
"202200023280";"1 044 471";"772 577";"A01";"1";"1";"1";"1";"1983";"0";"1";" -1";" -1";"0";"0";" -1"
"202200023280";"1 044 472";"772 578";"B01";"1";"1";"4";"1";"1942";"1";"1";" -1";" -1";"0";"0";" -1"
"202200023281";"1 044 470";"772 576";"A01";"1";"1";"3";"2";"1999";"9";"2";"6";" -1";"0";"0";" -1"
"202200023282";"1 044 468";"772 575";"A01";"10";"3";"2";"1";"1995";"5";"0";" -1";" -1";"6";"1";"1"
"202200023282";"1 044 469";"772 575";"A01";"1";"1";"1";"1";"1991";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023283";"1 044 467";"772 574";"A01";"1";"1";"4";"1";"1993";"0";"8";"0";" -1";" -1";" -1";" -1"
"202200023284";"1 044 463";"772 571";"B01";"1";"1";"4";"1";"1991";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023284";"1 044 465";"772 573";"A01";"2";"2";"3";"1";"2004";"5";"2";" -1";" -1";"0";"0";" -1"
"202200023284";"1 044 466";"772 573";"A01";"1";"1";"2";"1";"1971";"5";"2";" -1";" -1";"0";"0";" -1"
"202200023285";"1 044 459";"772 568";"A01";"1";"1";"1";"1";"1985";"9";"1";" -1";" -1";" -1";" -1";" -1"
"202200023285";"1 044 461";"772 570";"B01";"1";"1";"4";"2";"1964";"5";"1";" -1";" -1";" -1";" -1";" -1"
"202200023286";"1 044 460";"772 569";"A01";"2";"2";"4";"1";"1985";"4";"1";"0";" -1";" -1";" -1";" -1"
"202200023286";"1 044 462";"772 569";"A01";"1";"1";"1";"1";"1994";"4";"1";"0";" -1";" -1";" -1";" -1"
"202200023286";"1 044 464";"772 572";"B01";"1";"1";"4";"2";"1966";"1";"1";"0";" -1";" -1";" -1";" -1"
"202200023287";"1 044 453";"772 565";"A01";"1";"1";"4";"1";"1985";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023287";"1 044 454";"772 565";"A01";"2";"2";"4";"2";"1984";"5";"1";" -1";" -1";" -1";" -1";" -1"
"202200023287";"1 044 455";"772 565";"A01";"4";"2";"4";"1";"2020";"5";"1";" -1";" -1";"0";"0";" -1"
"202200023287";"1 044 458";"772 567";"Z01";"1";"1";"1";"1";"2003";"5";"8";" -1";" -1";"0";"0";" -1"
"202200023288";"1 044 456";"772 566";"A01";"1";"1";"1";"2";"1961";"9";"8";"0";" -1";" -1";" -1";" -1"
"202200023288";"1 044 457";"772 566";"A01";"10";"3";"4";"1";"1981";"9";"0";" -1";" -1";"1";"9";"1"
"202200023289";"1 044 445";"772 561";"A01";"1";"1";"1";"2";"1991";"5";"1";"0";" -1";"0";"0";" -1"
"202200023289";"1 044 446";"772 561";"A01";"4";"2";"4";"1";"2022";"5";"3";"8";" -1";" -1";" -1";" -1"
"202200023289";"1 044 451";"772 563";"B01";"1";"1";"1";"2";"1991";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200023290";"1 044 444";"772 560";"C01";"1";"1";"1";"1";"1989";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200023290";"1 044 447";"772 562";"B01";"3";"2";"4";"2";"2018";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200023290";"1 044 448";"772 562";"B01";"4";"2";"4";"2";"2020";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200023290";"1 044 449";"772 562";"B01";"2";"2";"4";"2";"1990";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200023290";"1 044 450";"772 562";"B01";"1";"1";"1";"1";"1988";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200023290";"1 044 452";"772 564";"A01";"1";"1";"1";"1";"1991";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200023291";"1 044 443";"772 559";"A01";"1";"1";"4";"2";"1996";"1";"1";" -1";" -1";" -1";"0";" -1"
"202200023292";"1 044 440";"772 556";"A01";"1";"1";"1";"1";"1958";"5";"1";"0";" -1";"0";"0";" -1"
"202200023292";"1 044 441";"772 557";"B01";"1";"1";"4";"1";"1978";"1";"1";"0";" -1";"0";"0";" -1"
"202200023292";"1 044 442";"772 558";"C01";"1";"1";"1";"2";"1964";"5";"1";"0";" -1";"0";"0";" -1"
"202200023293";"1 044 432";"772 551";"B01";"4";"2";"4";"1";"1997";"4";"1";"0";" -1";"0";"0";" -1"
"202200023293";"1 044 434";"772 551";"B01";"2";"2";"4";"2";"1993";"4";"1";"0";" -1";"0";"0";" -1"
"202200023293";"1 044 436";"772 551";"B01";"1";"1";"4";"1";"1971";"4";"1";"0";" -1";"0";"0";" -1"
"202200023293";"1 044 438";"772 555";"A01";"2";"2";"4";"2";"1968";"5";"1";"0";" -1";"0";"0";" -1"
"202200023293";"1 044 439";"772 555";"A01";"1";"1";"1";"1";"1973";"5";"1";"0";" -1";"0";"0";" -1"
"202200023294";"1 044 430";"772 549";"E01";"1";"1";"1";"2";"1998";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200023294";"1 044 431";"772 550";"D01";"1";"1";"1";"2";"1994";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200023294";"1 044 433";"772 552";"C01";"1";"1";"4";"2";"1992";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200023294";"1 044 435";"772 553";"B01";"1";"1";"1";"1";"1992";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200023294";"1 044 437";"772 554";"A01";"1";"1";"1";"1";"1943";"0";"1";"0";" -1";" -1";" -1";" -1"
"202200023295";"1 044 429";"772 548";"A01";"1";"1";"4";"1";"2001";"5";"1";"0";" -1";" -1";" -1";" -1"
"202200023296";"1 044 428";"772 547";"A01";"1";"1";"4";"1";"1962";"5";"2";"6";" -1";" -1";" -1";" -1"
"202200023297";"1 044 423";"772 544";"A01";"1";"1";"4";"1";"2000";"0";"2";"6";" -1";" -1";" -1";" -1"
