"Num_Acc";"catr";"voie";"v1";"v2";"circ";"nbv";"vosp";"prof";"pr";"pr1";"plan";"lartpc";"larrout";"surf";"infra";"situ";"vma"
"202200034323";"2";"02";" -1";"N/A";"3";"4";"0";"1";"13";"500";"1";"";" -1";"1";"0";"1";"110"
"202200034324";"3";"900";"0";"N/A";"4";"3";"0";"1";"10";"500";"1";"";" -1";"1";"0";"1";"110"
"202200034325";"3";"TREGUNC ( RUE DE )";"0";"N/A";"2";"2";"0";"2";"29";"600";"1";"";" -1";"1";"0";"1";"70"
"202200034326";"3";"559";" -1";"N/A";"2";"2";"0";"1";"88";"800";"2";"";" -1";"2";"0";"3";"70"
"202200034327";"3";"MOULIN BLANC (RUE)";"0";"N/A";"1";"1";"0";"1";"116";"403";"1";"";" -1";"1";"3";"1";"90"
"202200034328";"2";"RN 154";"0";"N/A";"1";"2";"0";"1";"32";"460";"2";"";" -1";"1";"0";"3";"110"
"202200034329";"3";"23";" -1";"N/A";"2";"2";"0";"1";"5";"200";"2";"";" -1";"2";"0";"1";"80"
"202200034330";"3";"SAINT-BRIEUC (AVENUE DE)";"0";"N/A";"1";"1";"0";"1";"1";"0";"1";"";" -1";"1";"5";"1";"70"
"202200034331";"3";"306";" -1";"N/A";"1";"1";"0";"1";"31";"20";"1";"";" -1";"1";"0";"1";"70"
"202200034332";"3";"ROCADE OUEST";"0";"N/A";"2";"2";"0";"1";"49";"770";"2";"";" -1";"1";"2";"1";"80"
"202200034333";"7";"37";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"70"
"202200034334";"3";"ROUTE NATIONALE 113 - MONTEE DE L'ASSASS";"0";"N/A";"2";"2";"0";"2";"1";"0";"1";"";" -1";"1";"0";"1";"50"
"202200034335";"1";"A50";"0";"N/A";"1";"3";"0";"2";"63";"799";"1";"";" -1";"1";"3";"1";"50"
"202200034336";"4";"FRANKLIN ROOSEVELT (COURS)   1 A 37";"0";"N/A";"2";"2";"0";"2";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202200034337";"1";"A570";"0";"N/A";"3";"4";"0";"1";"0";"800";"1";"";" -1";"1";"0";"1";"110"
"202200034338";"7";"MERCANTOUR (BD)";"0";"N/A";"1";"3";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202200034339";"1";"A7   10.992 A 13.970";"0";"N/A";"3";"6";"0";"1";"13";"600";"1";"";" -1";"2";"0";"1";"110"
"202200034340";"4";"ANGLAIS (A PARTIR DU N° 351)";"0";"N/A";"1";"1";"3";"1";"0";"0";"1";"";" -1";"1";"9";"6";"50"
"202200034341";"1";"AUTOROUTE A 62";"0";"N/A";"3";"4";"0";"1";"0";"642";"1";"";" -1";"1";"0";"1";"90"
"202200034342";"3";"HUGO (BOULEVARD ET TRAVERSE VICTOR)";"0";"N/A";"2";"2";"0";"2";"11";"265";"1";"";" -1";"1";"0";"4";"50"
"202200034343";"1";"AUTOROUTE A 62";"0";"N/A";"3";"4";"0";"1";"2";"500";"1";"";" -1";"2";"0";"1";"130"
"202200034344";"3";"DE GAULLE ( BD GAL) PAIR";"0";"N/A";"1";"3";"0";"1";"1";"90";"1";"";" -1";"1";"3";"1";"50"
"202200034345";"1";"AUTOROUTE A6A";"0";"N/A";"3";"10";"0";"1";"6";"599";"1";"";" -1";"1";"0";"1";"110"
"202200034346";"4";"RUE BELGRAND";"0";"N/A";"2";"2";"1";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202200034347";"1";"AUTOROUTE A6";"0";"N/A";"2";"6";"0";"1";"10";"899";"1";"";" -1";"1";"0";"1";"90"
"202200034348";"4";"RUE DE CRIMEE";"0";"N/A";"1";"4";"2";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202200034349";"1";"86";"0";"N/A";"1";"2";"0";"1";"2";"0";"1";"";" -1";"1";"0";"1";"90"
"202200034350";"4";"RUE ORDENER";"0";"N/A";"2";"3";"3";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202200034351";"1";"86";"0";"N/A";"1";"2";"0";"1";"0";"0";"3";"";" -1";"1";"1";"1";"70"
"202200034352";"4";"AVENUE DU PRESIDENT WILSON";"0";"N/A";"2";"7";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202200034353";"4";"QUAI ANATOLE FRANCE";"0";"N/A";"1";"4";"1";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"5";"30"
"202200034354";"1";"AUTOROUTE A86";"0";"N/A";"3";"6";"0";"1";"21";"0";"1";"";" -1";"1";"1";"1";"90"
"202200034355";"4";"RUE DE RIVOLI";"0";"N/A";"2";"5";"1";"1";"(1)";"(1)";"1";"";" -1";"1";" -1";"5";"30"
"202200034356";"1";"AUTOROUTE A1";"0";"N/A";"3";"4";"0";"1";"8";"399";"1";"";" -1";"1";"0";"1";"110"
"202200034357";"4";"RUE DE RICHELIEU";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202200034358";"1";"AUTOROUTE A3";"0";"N/A";"3";"6";"0";"1";"11";"0";"1";"";" -1";"1";"0";"1";"90"
"202200034359";"4";"PETIT LEROY (R DU)";"0";"N/A";"1";"1";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202200034360";"1";"A4";"0";"N/A";" -1";"4";"0";"1";"1";"500";"1";"";" -1";"1";"0";"1";"90"
"202200034361";"1";"A4";"0";"N/A";"1";"5";"0";"2";"0";"1";"2";"";" -1";"1";"0";"1";"90"
"202200034362";"3";"BAS MARIN (R DU)";"0";"N/A";"2";"2";"0";"1";"0";"1";"1";"";" -1";"1";"9";"8";"30"
"202200034363";"4";"CLOUTIERS VC 18 ET 5 ET 5 B (ROUTE DES)";"0";"N/A";"2";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200034364";"3";"GABRIEL-PERI (AV)";"0";"N/A";"2";"2";"0";"1";"0";"1";"1";"";" -1";"1";"5";"1";"50"
"202200034365";"4";"INGOUVILLE (RUE)";"0";"N/A";"2";"4";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200034366";"4";"ROSNY (RUE DE)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202200034367";"7";"N/A";"0";"N/A";"3";"4";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200034368";"3";"19";"0";"N/A";"1";"3";"1";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202200034369";"4";"COLLET YVES (DE 27 ET 28 A FIN)";"0";"N/A";"2";"2";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"5";"1";"50"
"202200034370";"4";"N/A";"0";"N/A";"1";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"4";"50"
"202200034371";"3";"133";"0";"D";"2";"2";"0";"1";"50";"187";"1";"";" -1";"1";"5";"1";"80"
"202200034372";"3";"114";" -1";"N/A";"2";"2";"0";"1";"94";"700";"2";"";" -1";"1";"0";"3";"80"
"202200034373";"3";"22";"0";"N/A";"2";"2";"0";"4";"17";"100";"1";"";" -1";"1";"0";"1";"80"
"202200034374";"4";"VERDUN (RUE DE)";"0";"N/A";"1";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200034375";"1";"11";" -1";"N/A";"3";"3";"0";"1";"47";"700";"1";"";"13,5";"1";"0";"8";"130"
"202200034376";"2";"RN2 (2)";"0";"N/A";"2";"2";"0";"1";"126";"0";"1";"";" -1";"1";"0";"1";"90"
"202200034377";"1";"11";" -1";"N/A";"3";"3";"0";"1";"50";"500";"1";"";"13,5";"1";"0";"1";"130"
"202200034378";"2";"GENERAL DE GAULLE (RN2)";"0";"N/A";"2";"0";"0";"1";"123";"0";"1";"";" -1";"1";"9";"1";"50"
"202200034379";"3";"2089";"0";"D";"2";"2";"0";"2";"86";"200";"3";"";" -1";"1";"0";"1";"70"
"202200034380";"4";"CHATEL (JEAN)";"0";"N/A";"1";"1";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"30"
"202200034381";"3";"923";" -1";"N/A";"2";"2";"0";"1";"5";"800";"1";"";" -1";"1";"0";"1";"70"
"202200034382";"3";"BOIS DE NEFLES (ROUTE DE)";"0";"N/A";"2";"2";"0";"2";"1";"850";"1";"";" -1";"1";"0";"1";"50"
"202200034383";"2";"5";" -1";"N/A";"2";"2";"0";"2";"(1)";"(1)";"3";"";" -1";"1";"6";"4";"50"
"202200034384";"2";"165";" -1";"N/A";"3";"4";"0";"2";"48";"500";"2";"";" -1";"1";"0";"3";"110"
"202200034385";"3";"MADELEINE (ROUTE DE LA)";"0";"N/A";"2";"2";"0";"1";"3";"700";"1";"";" -1";"9";"0";"1";"50"
"202200034386";"2";"ROUTE NATIONALE 1";"0";"N/A";"2";"4";"0";"1";"1";"0";"1";"";" -1";"2";"0";"1";"90"
"202200034387";"3";"306";"0";"D";"2";"2";"0";"3";"5";"475";"2";"";" -1";"1";"2";"1";"70"
"202200034388";"4";"GARIBALDI                           (R )";"0";"N/A";"2";"3";"3";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"30"
"202200034389";"3";"468";" -1";"N/A";"2";"2";"0";"1";"65";"320";"1";"";" -1";"1";"5";"1";"70"
"202200034390";"1";"AUTOROUTE A1";"0";"N/A";"2";"6";"0";"1";"3";"500";"1";"";" -1";"1";"2";"1";"90"
"202200034391";"3";"151";" -1";"N/A";"2";"2";"0";"4";"17";"0";"3";"";" -1";"1";"0";"1";"80"
"202200034392";"4";"DOCTEUR GAILLETON (DU)              (QU)";"0";"N/A";"2";"7";"3";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"10"
"202200034393";"3";"929";" -1";"N/A";"2";"2";"0";"1";"4";"900";"1";"";" -1";"1";"0";"1";"80"
"202200034394";"7";"VALVERT                                 ";"0";"N/A";"3";"4";"0";"1";"(1)";"(1)";"3";"";" -1";"2";"0";"1";"50"
"202200034395";"2";"T21";"0";"N/A";"1";"4";"0";"2";"3";"0";"2";"";" -1";"1";"0";"1";"50"
"202200034396";"2";"151";"0";"N/A";"2";"2";"0";"2";"1";"275";"1";"";" -1";"1";"5";"1";"50"
"202200034397";"3";"CROIX BLANCHE   ROUTE DE LA";"0";"N/A";"2";"2";"0";"1";"0";"800";"1";"";" -1";"1";"0";"1";"50"
"202200034398";"3";"931";"0";"N/A";"2";"2";"0";"4";"3";"680";"1";"";" -1";"1";"0";"1";"90"
"202200034399";"3";"PONT DE SALCY";"0";"N/A";"2";"2";"0";"1";"1";"0";"2";"";" -1";"2";"0";"1";"90"
"202200034400";"3";"107";"0";"D";"2";"2";"0";"4";"12";"370";"4";"";" -1";"1";"0";"1";"80"
"202200034401";"4";"RUBEN (AVENUE ERNEST)";"0";"N/A";"3";"2";"0";"2";"0";"0";"1";"";" -1";"1";"0";"1";"30"
"202200034402";"3";"D4";" -1";"N/A";"2";"2";"0";"2";"44";"225";"2";"";" -1";"1";"0";"1";"80"
"202200034403";"3";"NATIONALE 97 (ROUTE)";"0";"N/A";"2";"2";"0";"1";"6";"294";"1";"";" -1";"1";"8";"1";"50"
"202200034404";"3";"13";"0";"D";"2";"2";"0";"1";"42";"8729";"1";"";" -1";"1";"5";"1";"50"
"202200034405";"3";"436";" -1";"N/A";" -1";"2";"0";"2";"21";"840";"3";"";" -1";"1";"0";"3";"50"
"202200034406";"3";"132";"0";"D";"2";"2";"0";"2";"23";"800";"3";"";" -1";"1";"0";"3";"80"
"202200034407";"4";"TURIN (AVENUE)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"6";"50"
"202200034408";"4";"765";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"2";"";" -1";"1";"0";"1";"80"
"202200034409";"3";"N/A";"0";"N/A";"2";"2";"0";"4";"0";"590";"1";"";" -1";"1";"0";"1";"30"
"202200034410";"3";"67";" -1";"N/A";"2";"2";"0";"2";"5";"10";"2";"";" -1";"1";"0";"1";"90"
"202200034411";"4";"CHARLES DE GAULLE   (Rond-point)";"0";"N/A";"1";"4";"0";"1";"(1)";"(1)";"2";"";" -1";"2";"0";"1";"50"
"202200034412";"4";"BOECKLIN (RUE)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"9";"1";"50"
"202200034413";"4";"14";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200034414";"4";"BAN DE LA ROCHE (RUE DU)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"9";"8";"30"
"202200034415";"2";"7";"0";"N/A";" -1";"3";"0";"1";"52";"820";"1";"";" -1";"1";"0";"1";"90"
"202200034416";"3";"RUE EDOUARD DALLAS ";"0";"N/A";"1";"1";"0";"1";"0";"224";"3";"";" -1";"1";"0";"1";"50"
"202200034417";"3";"CESTAC (CHEMIN DE L'ABBE DE)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"50"
"202200034418";"2";"22";"0";"N/A";"2";"2";"0";"1";"2";"0";"3";"";" -1";"1";"0";"1";"80"
"202200034419";"7";"373";"0";"M";"2";"2";"0";"2";"(1)";"(1)";"3";"";" -1";"1";"0";"3";"80"
"202200034420";"7";"MOULIN (BD JEAN)";"0";"N/A";"3";"5";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"50"
"202200034421";"2";"94";"0";"N";"2";"2";"0";"1";"77";"825";"1";"";" -1";"1";"0";"1";"80"
"202200034422";"4";"N/A";"0";"N/A";"2";"4";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"50"
"202200034423";"3";"69";" -1";"N/A";"2";"2";"0";"4";"(1)";"(1)";"3";"";" -1";"1";"0";"1";"80"
"202200034424";"3";"LILLE (RTE DE)";"0";"N/A";"2";"2";"0";"1";"51";"0";"1";"";" -1";"1";"9";"1";"50"
"202200034425";"4";"POSTES RUE N° RESTE";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"2";"0";"1";"30"
"202200034426";"3";"1017";"0";"D";"2";"2";"2";"1";"21";"900";"1";"";" -1";"1";"0";"1";"50"
"202200034427";"7";"MARLE (RUE DE LA )";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"90"
"202200034428";"4";"N/A";"0";"N/A";"2";"2";"0";"2";"(1)";"(1)";"3";"";"4";"1";"0";"3";"50"
"202200034429";"2";"165";"0";"N/A";"3";"4";"0";"1";"47";"950";"1";"";" -1";"1";"0";"1";"90"
"202200034430";"2";"134";"0";"N/A";"2";"2";"0";"1";"85";"500";"2";"";" -1";"1";"0";"3";"80"
"202200034431";"4";"JONQUILLES (AVENUE DES)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202200034432";"4";"N/A";" -1";"N/A";" -1";"2";"0";"1";"(1)";"(1)";"1";"";"5";"1";"9";"1";"30"
"202200034433";"3";"918";"0";"D";"2";"2";"0";"1";"1";"75";"1";"";" -1";"1";"5";"1";"50"
"202200034434";"4";"GERUZEZ (RUE)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200034435";"3";"215";"0";"D";"2";"2";"0";"2";"14";"350";"1";"";" -1";"9";"0";"1";"80"
"202200034436";"6";"N/A";" -1";"N/A";" -1";" -1";"0";"1";"(1)";"(1)";"1";"";"5";"1";"0";"1";" -1"
"202200034437";"4";"LUNDY (BOULEVARD)";"0";"N/A";"2";"2";"1";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200034438";"3";"111";" -1";"N/A";"2";"2";"0";"1";"5";"630";"1";"";"4";"1";"0";"8";"80"
"202200034439";"3";"32";" -1";"N/A";"2";"2";"0";"1";"58";"380";"3";"";" -1";"1";"0";"3";"50"
"202200034440";"3";"ATLANTIQUE  AVENUE DE L'";"0";"N/A";"2";"4";"0";"1";"39";"980";"1";"";" -1";"1";"0";"1";"90"
"202200034441";"3";"6";" -1";"N/A";"2";"3";"0";"2";"6";"890";"2";"";" -1";"3";"0";"3";"70"
"202200034442";"4";"LACAPELETTE";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202200034443";"3";"613";" -1";"N/A";"2";"2";"0";"1";"56";"350";"2";"";" -1";"1";"0";"1";"80"
"202200034444";"4";"BOULEVARD DE LA PRAIRIE DE MAUVES";"0";"N/A";"1";"1";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200034445";"4";"N/A";"0";"N/A";"2";"1";"0";"1";"(1)";"(1)";"1";"";"3,5";"1";"0";"3";"80"
"202200034446";"4";"RONZADE (RUE DE LA )";"0";"N/A";"1";"1";"0";"2";"(1)";"(1)";"1";"";" -1";"7";"0";"1";"50"
"202200034447";"3";"31";" -1";"N/A";"2";"3";"0";"1";"63";"500";"1";"";" -1";"1";"0";"1";"90"
"202200034448";"7";"REPUBLIQUE (RUE DE LA)";"0";"N/A";"1";"1";"0";"1";"20";"430";"1";"";" -1";"2";"5";"1";"50"
"202200034449";"3";"12";"0";"D";"2";"2";"0";"2";"(1)";"(1)";"2";"";" -1";"1";"0";"4";"50"
"202200034450";"1";"A89";"0";"N/A";"1";"4";"0";"1";"212";"800";"1";"";" -1";"1";"0";"1";"130"
"202200034451";"7";"JAURES (RUE JEAN)";"0";"N/A";"2";"2";"0";"1";"23";"550";"1";"";" -1";"1";"0";"1";"50"
"202200034452";"4";"PIERRE (RUE DE LA)";"0";"N/A";"1";"1";"1";"1";"(1)";"(1)";"3";"";" -1";"1";"0";"1";"50"
"202200034453";"1";"5";"0";"N/A";"3";"4";"0";"1";"171";"555";"1";"";" -1";"1";"0";"1";"130"
"202200034454";"4";"N/A";"0";"N/A";"1";"2";"2";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200034455";"1";"64";"0";"N/A";"1";"4";"0";"1";"264";"16";"1";"";" -1";"1";"0";"1";"130"
"202200034456";"4";"CURIE (RUE PIERRE ET MARIE)";"0";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200034457";"7";"N/A";" -1";"N/A";"2";"3";"1";"1";"3";"500";"1";"";"4";"1";"0";"4";"50"
"202200034458";"4";"QUAI DE LA SOUYS";"0";"N/A";"2";"3";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"5";"1";"50"
"202200034459";"3";"RD786";"0";"N/A";"3";"4";"1";"2";"0";"0";"1";"";" -1";"2";"0";"1";"90"
"202200034460";"1";"8";"0";"A";" -1";"5";"0";"1";"28";"91";"1";"";" -1";"1";"7";"1";"5"
"202200034461";"3";"MILHAUD (AVENUE)";"0";"N/A";"2";"2";"0";"1";"0";"920";"1";"";" -1";"1";"0";"1";"50"
"202200034462";"1";"8";"0";"N/A";"3";"2";"0";"1";"185";"800";"2";"";" -1";"1";"0";"1";"90"
"202200034463";"4";"PRADO (AVENUE DU)";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200034464";"1";"4";" -1";"N/A";"1";"4";"3";"1";"195";"300";"1";"";" -1";"1";"0";"3";"130"
"202200034465";"4";"CHARLES BALTET (CD)";"0";"N/A";"2";"2";"0";"2";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202200034466";"3";"20";" -1";"N/A";"3";"4";"0";"2";"23";"293";"1";"";" -1";"1";"0";"1";"90"
"202200034467";"3";"JULES GUESDE (BDL)";"0";"N/A";"2";"2";"0";"1";"55";"960";"1";"";" -1";"1";"0";"1";"50"
"202200034468";"2";"1";" -1";"N/A";"2";"2";"0";"2";"79";"50";"1";"";"7";"1";"0";"1";"80"
"202200034469";"2";"1";" -1";"N/A";"1";"3";"0";"1";"(1)";"(1)";"1";"";"13,5";"1";"0";"2";"90"
"202200034470";"3";"GENERAL DE GAULLE (RUE DU)";"0";"N/A";"2";"2";"0";"1";"67";"130";"1";"";" -1";"1";"0";"1";"50"
"202200034471";"3";"N/A";" -1";"N/A";"2";"2";"0";"1";"5";"106";"1";"";"4";"1";"0";"1";"50"
"202200034472";"4";"ECHANGEUR AUTEUIL";"0";"N/A";"1";"4";"0";"1";"11";"700";"1";"";" -1";"1";"1";"1";"70"
"202200034473";"3";"N/A";" -1";"N/A";"2";"2";"0";"2";"11";"50";"1";"";"5";"1";"0";"1";"50"
"202200034474";"4";"N/A";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"1";"";"6";"1";"0";"3";"80"
"202200034475";"3";"3";" -1";"N/A";"3";"2";"0";"2";"21";"3";"3";"";" -1";"1";"0";"1";"80"
"202200034476";"1";"7";" -1";"N/A";"3";"5";"0";"1";"53";"300";"3";"";" -1";"1";"0";"1";"130"
"202200034477";"1";"7";" -1";"N/A";"3";"5";"0";"1";"76";"700";"1";"";" -1";"1";"0";"1";"130"
"202200034478";"3";"437";"0";"N/A";"2";"2";"0";"1";"144";"360";"1";"";" -1";"1";"0";"1";"50"
"202200034479";"6";"A6";" -1";"N/A";" -1";" -1";"0";"1";"167";"0";"4";"";" -1";"1";"9";"8";"30"
"202200034480";"3";"431";"0";"D";"2";"2";"0";"2";"15";"190";"2";"";" -1";"1";"0";"1";"80"
"202200034481";"3";"43";"0";"N/A";"2";"2";"0";"1";"1";"700";"2";"";" -1";"1";"0";"3";"80"
"202200034482";"4";"N/A";" -1";"N/A";"2";"2";"0";"2";"(1)";"(1)";"1";"";"4";"1";"0";"1";"50"
"202200034483";"3";"518";" -1";"N/A";"2";"2";"0";"2";"12";"495";"3";"";" -1";"1";"1";"1";"50"
"202200034484";"3";"86";"0";"N/A";"2";"2";"0";"2";"1";"30";"2";"";" -1";"1";"0";"1";" -1"
"202200034485";"3";"504";"0";"D";"2";"2";"0";"4";"36";"500";"4";"";" -1";"1";"0";"3";"80"
"202200034486";"3";"19";" -1";"N/A";"2";"2";"0";"1";"8";"600";"1";"";" -1";"1";"0";"1";"80"
"202200034487";"3";"D14";" -1";"N/A";"1";"1";"0";"1";"10";"78";"1";"";" -1";"1";"5";"1";"50"
"202200034488";"4";"N/A";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"3";"";"4";"1";"0";"1";"80"
"202200034489";"3";"D40";" -1";"N/A";"2";"2";"0";"1";"(1)";"(1)";"3";"";"4";"1";"0";"1";"80"
"202200034490";"3";"42";" -1";"N/A";"2";"2";"0";"1";"3";"380";"1";"";"4";"1";"0";"1";"30"
"202200034491";"7";"90";"0";"D";"2";"2";"0";"1";"5";"263";"1";"";" -1";"1";"0";"1";"70"
"202200034492";"3";"54";"0";"D";"2";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200034493";"1";"A515CM-sortie Gardanne/Bouc Bel Air";"0";"N/A";"1";"1";"0";"2";"1";"0";"1";"";" -1";"1";"0";"1";"90"
"202200034494";"2";"RN346   36.215 A 38.000";"0";"N/A";"3";"4";"0";"4";"37";"100";"1";"";" -1";"1";"0";"2";"90"
"202200034495";"3";"RD1407   0.000 A 2.331";"0";"N/A";"1";"2";"0";"1";"0";"122";"1";"";" -1";"1";"0";"1";"90"
"202200034496";"7";"Autoroute A.35";"0";"N/A";"3";"2";"0";"1";"314";"200";"1";"";" -1";"1";"0";"1";"90"
"202200034497";"2";"AUTOROUTE A86";"0";"N/A";"3";"4";"0";"2";"53";"0";"1";"";" -1";"1";"3";"1";"90"
"202200034498";"1";"AUTOROUTE A5";"0";"N/A";"1";"2";"0";"1";"9";"500";"3";"";" -1";"1";"0";"1";"70"
"202200034499";"3";"RD 444";"0";"N/A";"1";"2";"0";"2";"2";"799";"1";"";" -1";"1";"0";"3";"70"
"202200034500";"1";"AUTOROUTE A6B";"0";"N/A";"3";"3";"0";"3";"3";"299";"1";"";" -1";"1";"0";"1";"90"
"202200034501";"1";"AUTOROUTE A1";"0";"N/A";"3";"8";"0";"1";"0";"800";"1";"";" -1";"1";"1";"1";"90"
"202200034502";"1";"AUTOROUTE A3";"0";"N/A";"3";"2";"0";"1";"5";"800";"1";"";" -1";"1";"0";"1";"90"
"202200034503";"4";"AVENUE DES MARTYRS";"0";"N/A";"1";"3";"1";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"5";"50"
"202200034504";"4";"BOULEVARD RICHARD LENOIR";"0";"N/A";"1";"2";"1";"1";"(1)";"(1)";"2";"";" -1";"1";"0";"1";"30"
"202200034505";"4";"CARMES. RUE DES";"0";"N/A";"2";"2";"0";"2";"0";"0";"1";"";" -1";"1";"6";"6";"5"
"202200034506";"3";"ROUTE d'ELLIANT";"0";"N/A";"2";"2";"0";"1";"2";"379";"1";"";" -1";"1";"0";"1";"80"
"202200034507";"4";"KERRICHARD ( RUE DE )";"0";"N/A";"1";"1";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"9";"1";"50"
"202200034508";"4";"HUGUENOTS (RUE DES)";"0";"N/A";"1";"1";"0";"2";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200034509";"4";"TARENTE";"0";"N/A";"3";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"5";"1";"30"
"202200034510";"7";"Autoroute A.35";"0";"N/A";"3";"3";"0";"1";"309";"100";"1";"";" -1";"1";"0";"1";"90"
"202200034511";"4";"MARIUS BERLIET                      (R )";"0";"N/A";"1";"1";"3";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202200034512";"4";"BOUIN (RUE JEAN)";"0";"N/A";" -1";"2";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"50"
"202200034513";"4";"ROCKEFELLER                         (AV)";"0";"N/A";"2";"3";"3";"2";"(1)";"(1)";"1";"";" -1";"1";" -1";"6";"50"
"202200034514";"1";"AUTOROUTE A1";"0";"N/A";"3";"4";"0";"1";"3";"0";"1";"";" -1";"2";"9";"1";"90"
"202200034515";"4";"ORVES (BOULEVARD D')";"0";"N/A";"2";"1";"0";"2";"0";"0";"1";"";" -1";"1";"6";"1";"50"
"202200034516";"4";"TREILHARD (AVENUE)";"0";"N/A";"1";"1";"0";"2";"0";"0";"1";"";" -1";"1";"0";"1";"30"
"202200034517";"4";"RAMEAU (RUE JP)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202200034518";"3";"DUBAYLE (RUE ANTOINE)";"0";"N/A";"2";"2";"1";"1";"0";"47";"1";"";" -1";"1";"0";"1";"50"
"202200034519";"3";"MARECHAL FOCH (AVENUE DU)";"0";"N/A";"2";"2";"0";"1";"4";"465";"1";"";" -1";"1";"0";"1";"50"
"202200034520";"6";"CHAMPLAIN (RUE SAMUEL DE)";"0";"N/A";" -1";" -1";"0";"1";"(1)";"(1)";"1";"";" -1";"1";"0";"1";"30"
"202200034521";"3";"CHAPELLE RUE CD2";"0";"N/A";"2";"2";"0";"1";"4";"280";"1";"";" -1";"1";"0";"1";"30"
"202200034522";"4";"AV DES MARGUERITES";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202200034523";"3";"DE SAINT LOUIS AU ROVE (chemin)";"0";"N/A";"2";"2";"0";"2";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202200034524";"4";"GÉNÉRAL DE GAULLE (AVENUE DU)";"0";"N/A";"2";"2";"0";"1";"1";"0";"1";"";" -1";"1";"0";"1";"50"
