"Accident_Id";"jour";"mois";"an";"hrmn";"lum";"dep";"com";"agg";"int";"atm";"col";"adr";"lat";"long"
"202200028734";"11";"12";"2022";"06:30";"5";"94";"94078";"2";"3";"1";"6";"Rue de Paris / Rue d'Alembert";"48,7383327970";"2,4467750464"
"202200028735";"19";"07";"2022";"10:40";"1";"71";"71306";"2";"2";"1";"3";"GRANDE SORME (RUE DE LA )";"46,6962560000";"4,3621390000"
"202200028736";"11";"12";"2022";"00:06";"5";"94";"94054";"2";"2";"1";"2";"Route Charles Tillon / Rue de l’Aviation";"48,7424026878";"2,3863030037"
"202200028737";"12";"12";"2022";"09:04";"1";"94";"94055";"2";"1";"1";"3";"Avenue Olivier d'Ormesson";"48,7809456361";"2,5133036101"
"202200028738";"19";"07";"2022";"08:45";"1";"71";"71153";"2";"2";"1";"2";"69 Rue du President Wilson";"46,7963210246";"4,4292950928"
"202200028739";"12";"12";"2022";"13:10";"1";"94";"94048";"1";"1";"1";"4";"avenue du Maréchal de Lattre de Tassigny";"48,7325300000";"2,5221100000"
"202200028740";"20";"07";"2022";"14:45";"1";"69";"69266";"2";"2";"1";"2";"Rue du Tonkin";"45,7789900000";"4,8653100000"
"202200028741";"20";"07";"2022";"08:30";"1";"69";"69282";"2";"2";"1";"3";"Rue Boileau";"45,7719900000";"5,0102000000"
"202200028742";"12";"12";"2022";"08:45";"1";"94";"94071";"2";"1";"1";"4";"NOISEAU (R DE)";"48,7750700000";"2,5324500000"
"202200028743";"30";"06";"2022";"22:30";"3";"67";"67458";"1";"1";"3";"1";"RD 1062";"48,8287800000";"7,7521500000"
"202200028744";"20";"07";"2022";"21:45";"1";"64";"64260";"2";"1";"1";"3";"Avenue des Mimosas";"43,3712800000";" -1,7806200000"
"202200028745";"20";"07";"2022";"12:20";"1";"64";"64122";"2";"6";"2";"7";"Avenue de la Milady";"43,4621400000";" -1,5710900000"
"202200028746";"9";"06";"2022";"18:30";"1";"62";"62321";"2";"1";"1";"6";"ZOLA (R EMILE)";"50,4395830000";"3,0349770000"
"202200028747";"20";"07";"2022";"08:51";"1";"49";"49007";"2";"1";"1";"3";"Boulevard Jean Moulin";"47,4919300000";" -0,5538800000"
"202200028748";"20";"07";"2022";"06:50";"1";"49";"49267";"2";"1";"1";"7";"MARMITIERE";"47,4707800000";" -0,4918600000"
"202200028749";"20";"07";"2022";"19:00";"1";"44";"44109";"2";"6";"1";"3";"8 Boulevard Maréchal Alphonse Juin";"47,1978000000";" -1,5945000000"
"202200028750";"20";"07";"2022";"23:30";"3";"41";"41018";"2";"1";"1";"6";"BESNARD (QUAI ULYSSE)";"47,5710190000";"1,3093360000"
"202200028751";"20";"07";"2022";"19:20";"1";"37";"37122";"2";"1";"1";"4";"RD 86 DE MONTS à TOURS";"47,3383064854";"0,6648069620"
"202200028752";"20";"07";"2022";"11:00";"1";"37";"37261";"2";"2";"2";"3";"ENTRAIGUES (RUE D')";"47,3872820799";"0,6838747859"
"202200028753";"20";"07";"2022";"07:00";"1";"35";"35238";"2";"2";"1";"3";"FREVILLE (AVENUE HENRI)";"48,0836614120";" -1,6751655936"
"202200028754";"20";"07";"2022";"10:25";"1";"33";"33032";"2";"6";"1";"6";"Avenue Lamartine";"44,9040200000";" -0,5130700000"
"202200028755";"20";"07";"2022";"19:30";"1";"31";"31555";"2";"3";"1";"1";"CHE DU PONT DE RUPE";"43,6558200000";"1,4155200000"
"202200028756";"18";"07";"2022";"17:57";"1";"30";"30007";"2";"1";"1";"6";"Avenue Léon Blum";"44,1089100000";"4,0972100000"
"202200028757";"20";"07";"2022";"15:55";"1";"29";"29039";"1";"1";"1";"1";"Chemin du Vuzut";"47,9153440000";" -3,9113640000"
"202200028758";"20";"07";"2022";"22:05";"5";"28";"28085";"2";"1";"1";"6";"VIOLETTE (BOULEVARD MAURICE)";"48,4490500000";"1,4834000000"
"202200028759";"20";"07";"2022";"07:40";"1";"17";"17415";"2";"1";"1";"6";"GAUTIER RUE";"45,7404900000";" -0,6211750000"
"202200028760";"20";"07";"2022";"18:55";"1";"17";"17300";"2";"1";"1";"6";"N/A";"46,1432700000";" -1,1504800000"
"202200028761";"20";"07";"2022";"18:20";"1";"15";"15012";"1";"3";"1";"3";"D 990";"44,9005460000";"2,4874270000"
"202200028762";"20";"07";"2022";"08:40";"1";"14";"14301";"2";"7";"1";"3";"D675";"49,1724740000";" -0,2809910000"
"202200028763";"18";"07";"2022";"16:45";"1";"13";"13103";"2";"1";"1";"3";"AVENUE FABRE -JULIEN";"43,6391557149";"5,1024374052"
"202200028764";"18";"07";"2022";"16:30";"1";"13";"13077";"2";"1";"1";"6";"CRETINON JULES (rue)";"43,4091200000";"4,9895600000"
"202200028765";"20";"07";"2022";"19:25";"1";"13";"13212";"2";"2";"1";"3";"CAILLOLS (AVENUE DES)";"43,3038200000";"5,4257300000"
"202200028766";"19";"07";"2022";"13:51";"1";"10";"10387";"2";"1";"1";"6";"NEUVE DES JARDINS (RUE)";"48,2977839426";"4,0612775087"
"202200028767";"19";"07";"2022";"12:13";"1";"10";"10343";"2";"2";"1";"6";"FAUBOURG CRONCELS (RUE DU)";"48,2771239626";"4,0828800201"
"202200028768";"4";"03";"2022";"12:45";"1";"75";"75112";"2";"2";"1";"3";"AVENUE DE PARIS   VINCENNES";"48,8467050000";"2,4158740000"
"202200028769";"5";"03";"2022";"02:35";"5";"75";"75118";"2";"1";"1";"6";"RUE DES TROIS FRERES";"48,8851050000";"2,3400060000"
"202200028770";"5";"03";"2022";"15:20";"1";"75";"75115";"2";"4";"1";"3";"AVENUE DE LA PORTE DE LA PLAINE";"48,8296010000";"2,2923220000"
"202200028771";"5";"03";"2022";"13:45";"1";"75";"75115";"2";"2";"1";"2";"QUAI DE GRENELLE";"48,8540200000";"2,2886370000"
"202200028772";"4";"03";"2022";"21:00";"5";"75";"75115";"2";"7";"1";"6";"BOULEVARD LEFEBVRE";"48,8326900000";"2,2889710000"
"202200028773";"5";"03";"2022";"19:35";"5";"75";"75112";"2";"1";"1";"3";"RUE DE BERCY";"48,8438590000";"2,3732150000"
"202200028774";"5";"03";"2022";"18:40";"5";"75";"75111";"2";"5";"1";"3";"AVENUE LEDRU ROLLIN";"48,8557050000";"2,3787110000"
"202200028775";"5";"03";"2022";"01:10";"5";"75";"75111";"2";"2";"1";"1";"RUE DU FAUBOURG SAINT ANTOINE";"48,8504088104";"2,3813965917"
"202200028776";"5";"03";"2022";"17:00";"1";"75";"75110";"2";"2";"1";"3";"BOULEVARD DE MAGENTA";"48,8748052920";"2,3573854566"
"202200028777";"5";"03";"2022";"03:55";"5";"75";"75107";"2";"3";"1";"6";"QUAI ANATOLE FRANCE";"48,8611268935";"2,3242038488"
"202200028778";"5";"03";"2022";"01:50";"5";"75";"75107";"2";"3";"1";"3";"QUAI BRANLY";"48,8590520000";"2,2934950000"
"202200028779";"5";"03";"2022";"16:30";"1";"75";"75102";"2";"2";"1";"3";"RUE DE LA VILLE NEUVE";"48,8699510000";"2,3486280000"
"202200028780";"5";"03";"2022";"02:38";"5";"75";"75104";"2";"1";"1";"3";"BOULEVARD BOURDON";"48,8489140000";"2,3663640000"
"202200028781";"5";"03";"2022";"14:10";"1";"94";"94081";"2";"1";"1";"1";"15 Av du President Salvador Allende";"48,7960000000";"2,4120000000"
"202200028782";"5";"03";"2022";"12:40";"1";"94";"94068";"2";"1";"1";"6";"75 Avenue Foch";"48,8008300000";"2,4956500000"
"202200028783";"5";"03";"2022";"22:13";"5";"94";"94033";"2";"1";"1";"6";"Avenue Foch";"48,8438500000";"2,4597000000"
"202200028784";"5";"03";"2022";"20:45";"5";"94";"94077";"2";"2";"1";"3";"Avenue le Foll / Avenue de la Haute Seine";"48,7283288950";"2,4343686103"
"202200028785";"5";"03";"2022";"12:40";"1";"93";"93072";"2";"1";"1";"2";"10 Avenue Paul Vaillant Couturier";"48,9551968516";"2,3828090430"
"202200028786";"5";"03";"2022";"08:05";"1";"93";"93071";"2";"2";"1";"7";"AULNAY (RUE D')";"48,9396197328";"2,5113369048"
"202200028787";"5";"03";"2022";"13:20";"1";"93";"93070";"2";"2";"1";"1";"Boulevard Jean Jaurès / Rue du Docteur Bauer";"48,9125500000";"2,3347200000"
"202200028788";"5";"03";"2022";"21:05";"5";"92";"92046";"2";"1";"1";"6";"PIERRE BROSSOLETTE (AVENUE)";"48,8145200000";"2,3034400000"
"202200028789";"5";"03";"2022";"14:45";"1";"92";"92072";"2";"1";"1";"6";"PAVE DES GARDES (ROUTE DU)";"48,8114125469";"2,2107034922"
"202200028790";"5";"03";"2022";"19:15";"5";"92";"92035";"2";"3";"1";"4";"Général de Gaulle  ( avenue du )";"48,9081231297";"2,2554848492"
"202200028791";"6";"03";"2022";"20:13";"5";"92";"92025";"2";"3";"1";"3";"PIERRE BROSSOLETTE (RUE)";"48,9091953990";"2,2375766113"
"202200028792";"6";"03";"2022";"05:10";"3";"83";"83107";"1";"1";"1";"6";"Autoroute A8";"43,4644665618";"6,6401832103"
"202200028793";"5";"03";"2022";"21:30";"5";"974";"97410";"2";"1";"1";"3";"Chemin Bras Canot";" -21,0420620000";"55,7144750000"
"202200028794";"5";"03";"2022";"18:30";"2";"84";"84062";"1";"1";"1";"5";"D 901";"43,8856920000";"5,0996090000"
"202200028795";"6";"03";"2022";"11:15";"1";"85";"85017";"1";"1";"1";"2";"Rue d’Anjou";"46,9119450000";" -1,1287380000"
"202200028796";"4";"03";"2022";"12:22";"1";"41";"41172";"1";"2";"1";"3";"D924";"47,9450030000";"1,3212450000"
"202200028797";"5";"03";"2022";"17:45";"1";"21";"21485";"1";"1";"1";"7";"Rue de Velars";"47,3297370000";"4,9318690000"
"202200028798";"5";"03";"2022";"15:10";"1";"51";"51339";"2";"1";"1";"7";"Rue Saint Michel";"48,8821760000";"4,4155060000"
"202200028799";"5";"03";"2022";"17:45";"1";"56";"56195";"2";"1";"1";"7";"Rue Saint James";"47,5194900000";" -2,2996670000"
"202200028800";"6";"03";"2022";"12:15";"1";"74";"74123";"2";"6";"1";"7";"D12";"45,7562060000";"6,2972740000"
"202200028801";"6";"03";"2022";"18:55";"2";"76";"76344";"1";"1";"1";"7";"D9";"49,7094960000";"1,6651150000"
"202200028802";"5";"03";"2022";"15:53";"1";"71";"71221";"2";"3";"1";"3";"Rue de Beaune";"46,7858790000";"4,7445760000"
"202200028803";"5";"03";"2022";"08:38";"1";"63";"63453";"2";"1";"8";"6";"32 Avenue Jacques Duclos";"45,7859350000";"3,2871120000"
"202200028804";"6";"03";"2022";"18:10";"1";"47";"47283";"2";"2";"1";"1";"Liboussou";"44,4789240000";"0,9487670000"
"202200028805";"6";"03";"2022";"01:45";"3";"47";"47269";"1";"1";"8";"6";"Fontoune";"44,1737490000";"0,7489210000"
"202200028806";"5";"03";"2022";"21:30";"3";"41";"41042";"1";"1";"1";"6";"Le Grand Brouard";"47,2105130000";"1,3276990000"
"202200028807";"6";"03";"2022";"02:30";"3";"39";"39059";"2";"1";"1";"6";"95 Rue de Franche-Comté";"46,5186100000";"6,1201730000"
"202200028808";"4";"03";"2022";"19:40";"3";"44";"44030";"2";"2";"1";"3";"23 Rue de la Brière";"47,4465660000";" -2,2429430000"
"202200028809";"6";"03";"2022";"01:50";"3";"44";"44164";"2";"1";"1";"6";"Rue Henri Becquerel";"47,1284620000";" -1,8189650000"
"202200028810";"6";"03";"2022";"06:30";"3";"44";"44128";"1";"1";"1";"5";"25 Rozay";"47,5307670000";" -1,9096420000"
"202200028811";"3";"03";"2022";"08:25";"1";"70";"70372";"1";"1";"1";"7";"D46";"47,8286430000";"5,9694390000"
"202200028812";"5";"03";"2022";"19:10";"3";"70";"70488";"1";"4";"1";"3";"Intersection D434 et route de CONTREGLISE";"47,8143650000";"6,0567070000"
"202200028813";"5";"03";"2022";"05:30";"2";"14";"14371";"1";"1";"1";"6";"D38 A";"48,9401680000";"0,0989580000"
"202200028814";"5";"03";"2022";"23:00";"3";"09";"09070";"1";"1";"1";"7";"Route nationale 20";"42,7776770000";"1,6961320000"
"202200028815";"6";"03";"2022";"16:30";"1";"60";"60634";"2";"1";"1";"7";"Rue Jeannequin";"49,5421018090";"2,3114794492"
"202200028816";"6";"03";"2022";"16:00";"1";"24";"24117";"1";"1";"1";"6";"RD60";"45,0846120000";"1,3744930000"
"202200028817";"6";"03";"2022";"12:15";"1";"04";"04163";"1";"9";"8";"6";"RD 950 lieu dit le coconier";"44,0930640000";"5,5318250000"
"202200028818";"6";"03";"2022";"15:30";"1";"04";"04206";"1";"1";"1";"6";"RD 116";"43,9805330000";"5,8645750000"
"202200028819";"5";"03";"2022";"21:00";"3";"37";"37085";"1";"1";"1";"1";"D943";"47,2337575004";"0,8715489507"
"202200028820";"6";"03";"2022";"07:45";"1";"72";"72380";"1";"1";"1";"6";"A 28 PK 132+000";"48,2239860000";"0,1749230000"
"202200028821";"4";"03";"2022";"21:27";"3";"27";"27351";"1";"1";"1";"5";"A 154, PK 001.700";"49,2368070000";"1,1859920000"
"202200028822";"6";"03";"2022";"15:55";"1";"988";"98803";"1";"3";"1";"3";"RM11/RT1 Le Cap";" -21,4794600000";"165,3690900000"
"202200028823";"6";"03";"2022";"11:40";"1";"974";"97408";"1";"1";"1";"1";"D 41";" -20,9314200000";"55,3900190000"
"202200028824";"6";"03";"2022";"16:50";"1";"33";"33214";"1";"1";"1";"5";"Route des 36 Virages RD 6E1";"45,0199130000";" -1,1778120000"
"202200028825";"4";"03";"2022";"10:55";"1";"77";"77254";"2";"3";"1";"1";"D96";"48,6980100000";"2,7720200000"
"202200028826";"6";"03";"2022";"14:00";"1";"34";"34166";"1";"1";"1";"7";"RD 28";"43,3520750000";"3,3570310000"
"202200028827";"6";"03";"2022";"16:45";"1";"83";"83107";"2";"2";"1";"3";"D559";"43,3465280000";"6,7133440000"
"202200028828";"6";"03";"2022";"08:30";"1";"83";"83108";"2";"3";"1";"3";"D64";"43,3362770000";"5,9795770000"
"202200028829";"5";"03";"2022";"15:11";"1";"04";"04190";"1";"1";"1";"6";"RD 907 Lieu dit les plaines";"43,8496160000";"5,7347770000"
"202200028830";"5";"03";"2022";"14:40";"1";"13";"13030";"1";"1";"2";"1";"PR 63+100";"43,2675340000";"5,7375880000"
"202200028831";"6";"03";"2022";"06:15";"5";"13";"13027";"2";"2";"1";"3";"N/A";"43,8874160000";"4,8485810000"
"202200028832";"6";"03";"2022";"15:10";"1";"13";"13107";"2";"1";"1";"1";"1122 Chemin des vignes";"43,4278190000";"5,4419340000"
"202200028833";"5";"03";"2022";"21:15";"5";"57";"57543";"1";"3";"1";"3";"N/A";"49,2289100000";"6,1112630000"
"202200028834";"6";"03";"2022";"11:30";"1";"74";"74250";"2";"2";"1";"1";"Route des 4 Marronniers";"46,0634050000";"6,3549580000"
"202200028835";"5";"03";"2022";"15:25";"1";"38";"38468";"2";"9";"1";"6";"125 Route de Valence";"45,3481110000";"4,8044480000"
"202200028836";"5";"03";"2022";"17:48";"1";"38";"38468";"2";"4";"1";"3";"Route Nationale 7";"45,3379460000";"4,8046460000"
"202200028837";"19";"02";"2022";"11:25";"1";"38";"38298";"2";"1";"1";"6";"63 Rue de la République";"45,3729070000";"4,7987610000"
"202200028838";"5";"03";"2022";"15:30";"1";"07";"07142";"1";"1";"1";"4";"Route Nationale 88";"44,7439900000";"3,8630250000"
"202200028839";"5";"03";"2022";"10:20";"1";"69";"69194";"2";"1";"1";"6";"Rue du Castellard";"45,8108340000";"4,7971920000"
"202200028840";"4";"03";"2022";"20:20";"5";"49";"49301";"2";"1";"1";"7";"Rue des Bottiers (st Germain-sur-Moine)";"47,1173690000";" -1,1228850000"
"202200028841";"4";"03";"2022";"15:30";"1";"60";"60409";"2";"1";"1";"6";"Rue du Champ du Mouton";"49,2873750000";"2,4744820000"
"202200028842";"6";"03";"2022";"04:00";"3";"59";"59520";"1";"8";"9";"6";"Route Nationale";"50,1337260000";"3,2152280000"
"202200028843";"4";"03";"2022";"12:10";"1";"13";"13206";"1";"1";"1";"4";"Tunnel Prado Carénage";"43,2840300000";"5,3828800000"
"202200028844";"4";"03";"2022";"17:08";"1";"13";"13081";"1";"1";"1";"2";"A7-Sens Lyon vers Marseille";"43,4783900000";"5,2389730000"
"202200028845";"4";"03";"2022";"21:00";"5";"69";"69276";"1";"1";"1";"3";"Boulevard Urbain Sud";"45,6824800000";"4,8511100000"
"202200028846";"5";"03";"2022";"20:40";"4";"33";"33063";"1";"1";"1";"2";"ROCADE A 630";"44,8852600000";" -0,5635420000"
"202200028847";"5";"03";"2022";"15:20";"1";"94";"94034";"1";"1";"1";"2";"AUTOROUTE A86";"48,7603400000";"2,3200200000"
"202200028848";"5";"03";"2022";"14:20";"1";"91";"91340";"1";"1";"1";"2";"AUTOROUTE A6";"48,6000200000";"2,4397400000"
"202200028849";"4";"03";"2022";"21:05";"3";"78";"78090";"1";"1";"1";"2";"A13";"48,9703050000";"1,9039390000"
"202200028850";"4";"03";"2022";"08:51";"1";"78";"78418";"1";"1";"1";"6";"A14";"48,9177430000";"2,1206930000"
"202200028851";"5";"03";"2022";"00:35";"3";"93";"93064";"1";"1";"1";"2";"AUTOROUTE A3";"48,8861200000";"2,4731500000"
"202200028852";"4";"03";"2022";"23:30";"3";"92";"92078";"1";"1";"1";"6";"AUTOROUTE A86";"48,9309792515";"2,3233129103"
"202200028853";"4";"03";"2022";"17:30";"1";"94";"94033";"1";"1";"1";"3";"A86.INT";"48,8501200000";"2,4904200000"
"202200028854";"4";"03";"2022";"20:45";"5";"988";"98818";"2";"2";"1";"3";"BOULEVARD EXTERIEUR/RUE DE STRASBOURG";" -22,2783400000";"166,4487400000"
"202200028855";"4";"03";"2022";"21:30";"5";"69";"69387";"2";"2";"1";"3";"Rue de l’Université";"45,7482000000";"4,8437000000"
"202200028856";"4";"03";"2022";"19:15";"5";"69";"69383";"2";"1";"1";"3";"Avenue Félix Faure";"45,7534000000";"4,8572000000"
"202200028857";"4";"03";"2022";"16:19";"1";"69";"69383";"2";"2";"1";"3";"Rue de la Part-Dieu";"45,7598012626";"4,8507481813"
"202200028858";"4";"03";"2022";"16:00";"1";"69";"69383";"2";"3";"1";"3";"Avenue Maréchal de Saxe";"45,7550180374";"4,8467811942"
"202200028859";"4";"03";"2022";"15:30";"1";"69";"69387";"2";"1";"1";"7";"78 Rue de Gerland";"45,7373150412";"4,8397752643"
"202200028860";"4";"03";"2022";"11:42";"1";"69";"69386";"2";"3";"1";"6";"Rue Malesherbes";"45,7705600000";"4,8425300000"
"202200028861";"4";"03";"2022";"10:10";"1";"69";"69388";"2";"8";"1";"3";"Boulevard Jean XXIII";"45,7379900000";"4,8714200000"
"202200028862";"4";"03";"2022";"07:25";"1";"69";"69383";"2";"3";"1";"3";"Rue Saint Antoine";"45,7629300000";"4,8646800000"
"202200028863";"4";"03";"2022";"06:45";"1";"972";"97213";"1";"1";"1";"5";"ROUTE NATIONALE 1";"14,6252470000";" -60,9802580000"
"202200028864";"5";"03";"2022";"00:10";"5";"69";"69381";"2";"1";"1";"6";"Place Louis Pradel";"45,7685300000";"4,8368700000"
"202200028865";"4";"03";"2022";"10:10";"1";"69";"69389";"2";"3";"1";"6";"55 Rue Marietton";"45,7758047051";"4,8017120361"
"202200028866";"4";"03";"2022";"03:15";"3";"2B";"2B037";"1";"1";"1";"7";"Route Territoriale 11";"42,6117939584";"9,4377851047"
"202200028867";"2";"03";"2022";"23:40";"4";"971";"97101";"2";"1";"1";"3";"CHAUVEL";"16,2388200000";" -61,5253200000"
"202200028868";"3";"03";"2022";"19:15";"5";"971";"97107";"2";"2";"1";"3";"RUE DE GAMBETTA";"16,0447200000";" -61,5661600000"
"202200028869";"4";"03";"2022";"11:30";"1";"971";"97105";"2";"1";"1";"1";"CHARLES DE GAULLE (BD DU GENERAL)";"15,9954300000";" -61,7316600000"
"202200028870";"4";"03";"2022";"19:35";"5";"2A";"2A004";"2";"3";"8";"7";"MEZZAVIA ROUTE DE";"41,9475700000";"8,7634000000"
"202200028871";"1";"03";"2022";"03:20";"5";"91";"91174";"2";"1";"1";"6";"PL HENRI BARBUSSE";"48,6139200000";"2,4742700000"
"202200028872";"4";"03";"2022";"14:40";"1";"88";"88415";"2";"3";"1";"3";"rue de la Moselotte";"48,0196028639";"6,6154083610"
"202200028873";"3";"03";"2022";"16:10";"1";"88";"88209";"2";"2";"1";"3";"MOSELLE (RUE DE LA)";"48,1937800000";"6,4432200000"
"202200028874";"3";"03";"2022";"11:40";"1";"77";"77449";"2";"2";"1";"2";"RUE EMILE CLOUD";"48,8511600000";"2,7866100000"
"202200028875";"3";"03";"2022";"23:30";"3";"76";"76341";"1";"1";"1";"6";"RD 6382";"49,5205200000";"0,1904200000"
"202200028876";"4";"03";"2022";"18:30";"5";"69";"69266";"2";"2";"1";"2";"Cours Tolstoï";"45,7626900000";"4,8782000000"
"202200028877";"1";"03";"2022";"11:45";"1";"69";"69275";"2";"2";"1";"3";"Avenue Jean Jaurès";"45,7707800000";"4,9824800000"
"202200028878";"4";"03";"2022";"13:20";"1";"66";"66136";"1";"1";"6";"6";"Départementale  617";"42,7132081381";"2,9297500849"
"202200028879";"3";"03";"2022";"02:30";"5";"66";"66136";"2";"1";"1";"6";"WILSON (BOULEVARD THOMAS)";"42,7023000000";"2,8973900000"
"202200028880";"3";"03";"2022";"15:10";"1";"64";"64024";"2";"1";"3";"3";"Rue de Jouanetote";"43,4887898162";" -1,5085923672"
"202200028881";"6";"02";"2022";"21:00";"3";"62";"62573";"1";"1";"3";"6";"RD165";"50,4952050000";"2,9115340000"
"202200028882";"4";"03";"2022";"14:20";"1";"61";"61001";"2";"1";"1";"2";"DEMEES (RUE)";"48,4328640000";"0,0948130000"
"202200028883";"4";"03";"2022";"13:05";"1";"59";"59350";"2";"2";"1";"3";"WALLART ERNEST RUE";"50,6392114889";"2,9930576831"
"202200028884";"4";"03";"2022";"19:15";"5";"59";"59527";"2";"1";"1";"6";"GAMBETTA LEON RUE";"50,6546760966";"3,0513539313"
"202200028885";"4";"03";"2022";"16:40";"1";"54";"54184";"2";"1";"1";"3";"DE GAULLE (RUE DU GAL)";"48,6996047285";"6,2165611982"
"202200028886";"4";"03";"2022";"15:15";"1";"54";"54184";"2";"1";"1";"4";"BRIGACHTAL (AVENUE DE)";"48,7032372044";"6,2287706137"
"202200028887";"3";"03";"2022";"15:30";"1";"54";"54395";"2";"1";"1";"2";"ARC ( RUE JEANNE D'N";"48,6815942567";"6,1747616529"
"202200028888";"2";"03";"2022";"11:40";"1";"54";"54526";"2";"2";"1";"3";"JAURES (ALLEE JEAN)";"48,6882250000";"6,2081270000"
"202200028889";"4";"03";"2022";"10:20";"1";"51";"51454";"2";"2";"1";"2";"Avenue Jean Jaurès";"49,2603014280";"4,0474399924"
"202200028890";"4";"03";"2022";"08:10";"1";"51";"51454";"2";"3";"1";"1";"Rue Carnot";"49,2547597037";"4,0320910513"
"202200028891";"3";"03";"2022";"17:10";"1";"51";"51454";"2";"1";"1";"7";"Rue Camille Lenoir";"49,2622222428";"4,0424323082"
"202200028892";"2";"03";"2022";"06:55";"5";"51";"51230";"2";"1";"1";"3";"Rue Pierre Semard";"49,0454540573";"3,9592288435"
"202200028893";"4";"03";"2022";"15:14";"1";"51";"51108";"2";"2";"1";"5";"Rue Jean Jaurès";"48,9547000000";"4,3522900000"
"202200028894";"2";"03";"2022";"13:40";"1";"50";"50129";"2";"3";"1";"2";"AMIOT (BOULEVARD FELIX)";"49,6425400000";" -1,6100900000"
"202200028895";"4";"03";"2022";"17:33";"1";"49";"49007";"2";"1";"1";"1";"GRAND MONTREJEAU";"47,4685100000";" -0,5229600000"
"202200028896";"4";"03";"2022";"14:14";"1";"49";"49246";"2";"1";"1";"6";"GAULLE RUE CHARLES DE";"47,4260000000";" -0,5260500000"
"202200028897";"31";"08";"2022";"06:40";"2";"93";"93048";"1";"1";"1";"7";"AUTOROUTE A3";"48,8730079962";"2,4352838986"
"202200028898";"4";"03";"2022";"08:24";"1";"49";"49007";"2";"1";"2";"7";"RD 323";"47,4690100000";" -0,6031800000"
"202200028899";"4";"03";"2022";"20:50";"5";"47";"47031";"2";"1";"2";"3";"N/A";"44,1822300000";"0,6504700000"
"202200028900";"4";"03";"2022";"20:00";"3";"38";"38421";"2";"1";"1";"2";"BOULEVARD DULCIE SEPTEMBER";"45,1666200000";"5,7586800000"
"202200028901";"14";"04";"2022";"00:07";"5";"62";"62139";"2";"1";"1";"6";"LAGRANGE (RUE LEO.....)";"50,7172200000";"2,2601600000"
"202200028902";"4";"03";"2022";"15:00";"1";"35";"35238";"2";"6";"1";"3";"Avenue du Canada";"48,0848300000";" -1,6825000000"
"202200028903";"3";"03";"2022";"18:50";"4";"31";"31555";"1";"1";"1";"7";"A621 (SEPT DENIERS-ANCELY)";"43,6248700000";"1,4092600000"
"202200028904";"2";"04";"2022";"06:15";"2";"62";"62033";"1";"1";"1";"2";"D917";"50,4686400000";"2,9095170000"
"202200028905";"4";"03";"2022";"19:30";"5";"30";"30243";"2";"3";"1";"3";"CAMPELLO (AVENUE DE)";"44,0812500000";"4,0708600000"
"202200028906";"24";"02";"2022";"17:55";"1";"62";"62160";"2";"1";"1";"6";"MONTESQUIEU (Bld)";"50,7154340000";"1,5991950000"
"202200028907";"4";"03";"2022";"13:05";"1";"27";"27229";"2";"1";"2";"6";"SAINT LEGER (RUE DU FAUBOURG)";"49,0344700000";"1,1558200000"
"202200028908";"30";"08";"2022";"09:10";"1";"61";"61001";"2";"9";"1";"3";"1ER CHASSEUR (BOULEVARD DU)";"48,4378800000";"0,0865300000"
"202200028909";"4";"03";"2022";"06:25";"3";"25";"25056";"2";"1";"1";"1";"GRAY ROUTE DE";"47,2441000000";"5,9860100000"
"202200028910";"1";"03";"2022";"16:50";"1";"22";"22113";"1";"1";"2";"7";"TREGASTEL (ROUTE DE)";"48,7669100000";" -3,4808900000"
"202200028911";"28";"08";"2022";"08:15";"1";"83";"83137";"2";"1";"1";"6";"BRIAND (AVE ARISTIDE DE 1 A 1219";"43,1274200000";"5,9048500000"
"202200028912";"2";"03";"2022";"20:47";"5";"18";"18205";"2";"3";"2";"3";"38 Avenue Henri Debord";"47,0982010000";"2,3690270000"
"202200028913";"30";"03";"2022";"18:15";"1";"95";"95197";"2";"1";"1";"6";"Rue Haute";"48,9768322345";"2,3287904263"
"202200028914";"4";"03";"2022";"20:58";"5";"17";"17300";"2";"2";"1";"3";"GUITON   AVENUE JEAN (9-165 et 4)";"46,1589900000";" -1,1616300000"
"202200028915";"30";"08";"2022";"05:16";"3";"976";"97611";"2";"1";"1";"1";"kaweni-SPPM ( rue de la )";" -12,7683700000";"45,2243100000"
"202200028916";"4";"03";"2022";"13:20";"1";"17";"17274";"2";"9";"1";"3";"JOLIOT-CURIE   AVENUE";"46,1595300000";" -1,1031100000"
"202200028917";"30";"08";"2022";"11:30";"1";"973";"97302";"2";"1";"1";"1";"BADUEL (ROUTE DE)";"4,9324900000";" -52,3083900000"
"202200028918";"4";"03";"2022";"04:50";"5";"14";"14118";"2";"1";"1";"3";"Avenue de la Liberation";"49,1847500000";" -0,3602500000"
"202200028919";"4";"03";"2022";"07:15";"1";"13";"13210";"2";"1";"1";"1";"GASTON FLOTTE (RUE)";"43,2900000000";"5,4200000000"
"202200028920";"29";"08";"2022";"21:55";"5";"973";"97302";"2";"6";"1";"3";"GIRATOIRE MARINGOUINS";"4,9076678529";" -52,3225834966"
"202200028921";"4";"03";"2022";"18:20";"2";"11";"11069";"2";"6";"2";"6";"VERNE JULES -AVENUE-";"43,2050600000";"2,3308300000"
"202200028922";"30";"08";"2022";"13:30";"1";"69";"69387";"2";"3";"1";"3";"Rue Renan";"45,7488600000";"4,8415000000"
